"","round","contribution","frequency","mean","replicationNumber"
"2126",5,2,0.06,4.84,75
"2127",5,4,0.22,4.84,75
"2128",5,6,0.18,4.84,75
"2129",5,8,0.02,4.84,75
"2130",5,10,0.26,4.84,75
"2131",6,0,0.33,4.98,75
"2132",6,2,0.04,4.98,75
"2133",6,4,0.15,4.98,75
"2134",6,6,0.12,4.98,75
"2135",6,8,0.01,4.98,75
"2136",6,10,0.35,4.98,75
"2137",7,0,0.33,5.14,75
"2138",7,2,0.03,5.14,75
"2139",7,4,0.14,5.14,75
"2140",7,6,0.12,5.14,75
"2141",7,8,0,5.14,75
"2142",7,10,0.38,5.14,75
"2143",8,0,0.39,4.66,75
"2144",8,2,0.04,4.66,75
"2145",8,4,0.1,4.66,75
"2146",8,6,0.13,4.66,75
"2147",8,8,0,4.66,75
"2148",8,10,0.34,4.66,75
"2149",9,0,0.43,4.38,75
"2150",9,2,0.05,4.38,75
"2151",9,4,0.1,4.38,75
"2152",9,6,0.08,4.38,75
"2153",9,8,0,4.38,75
"2154",9,10,0.34,4.38,75
"2155",10,0,0.39,4.92,75
"2156",10,2,0.03,4.92,75
"2157",10,4,0.09,4.92,75
"2158",10,6,0.1,4.92,75
"2159",10,8,0,4.92,75
"2160",10,10,0.39,4.92,75
"2161",11,0,0.35,5.38,75
"2162",11,2,0.02,5.38,75
"2163",11,4,0.08,5.38,75
"2164",11,6,0.12,5.38,75
"2165",11,8,0,5.38,75
"2166",11,10,0.43,5.38,75
"2167",12,0,0.38,5.3,75
"2168",12,2,0.01,5.3,75
"2169",12,4,0.07,5.3,75
"2170",12,6,0.1,5.3,75
"2171",12,8,0,5.3,75
"2172",12,10,0.44,5.3,75
"2173",13,0,0.48,4.64,75
"2174",13,2,0.01,4.64,75
"2175",13,4,0.04,4.64,75
"2176",13,6,0.06,4.64,75
"2177",13,8,0,4.64,75
"2178",13,10,0.41,4.64,75
"2179",14,0,0.42,5.06,75
"2180",14,2,0.03,5.06,75
"2181",14,4,0.05,5.06,75
"2182",14,6,0.05,5.06,75
"2183",14,8,0,5.06,75
"2184",14,10,0.45,5.06,75
"2185",1,0,0.14,4.58,74
"2186",1,2,0.18,4.58,74
"2187",1,4,0.31,4.58,74
"2188",1,6,0.18,4.58,74
"2189",1,8,0,4.58,74
"2190",1,10,0.19,4.58,74
"2191",2,0,0.15,4.84,74
"2192",2,2,0.15,4.84,74
"2193",2,4,0.27,4.84,74
"2194",2,6,0.21,4.84,74
"2195",2,8,0,4.84,74
"2196",2,10,0.22,4.84,74
"2197",3,0,0.2,4.66,74
"2198",3,2,0.14,4.66,74
"2199",3,4,0.21,4.66,74
"2200",3,6,0.24,4.66,74
"2201",3,8,0,4.66,74
"2202",3,10,0.21,4.66,74
"2203",4,0,0.22,5.14,74
"2204",4,2,0.12,5.14,74
"2205",4,4,0.17,5.14,74
"2206",4,6,0.17,5.14,74
"2207",4,8,0,5.14,74
"2208",4,10,0.32,5.14,74
"2209",5,0,0.29,5,74
"2210",5,2,0.12,5,74
"2211",5,4,0.11,5,74
"2212",5,6,0.12,5,74
"2213",5,8,0,5,74
"2214",5,10,0.36,5,74
"2215",6,0,0.34,4.9,74
"2216",6,2,0.11,4.9,74
"2217",6,4,0.09,4.9,74
"2218",6,6,0.07,4.9,74
"2219",6,8,0,4.9,74
"2220",6,10,0.39,4.9,74
"2221",7,0,0.37,4.62,74
"2222",7,2,0.11,4.62,74
"2223",7,4,0.08,4.62,74
"2224",7,6,0.08,4.62,74
"2225",7,8,0,4.62,74
"2226",7,10,0.36,4.62,74
"2227",8,0,0.37,5.08,74
"2228",8,2,0.07,5.08,74
"2229",8,4,0.07,5.08,74
"2230",8,6,0.06,5.08,74
"2231",8,8,0,5.08,74
"2232",8,10,0.43,5.08,74
"2233",9,0,0.38,5.3,74
"2234",9,2,0.07,5.3,74
"2235",9,4,0.03,5.3,74
"2236",9,6,0.04,5.3,74
"2237",9,8,0,5.3,74
"2238",9,10,0.48,5.3,74
"2239",10,0,0.48,4.76,74
"2240",10,2,0.03,4.76,74
"2241",10,4,0.02,4.76,74
"2242",10,6,0.02,4.76,74
"2243",10,8,0,4.76,74
"2244",10,10,0.45,4.76,74
"2245",11,0,0.49,4.96,74
"2246",11,2,0,4.96,74
"2247",11,4,0.01,4.96,74
"2248",11,6,0.02,4.96,74
"2249",11,8,0,4.96,74
"2250",11,10,0.48,4.96,74
"2251",12,0,0.49,4.88,74
"2252",12,2,0,4.88,74
"2253",12,4,0.01,4.88,74
"2254",12,6,0.04,4.88,74
"2255",12,8,0,4.88,74
"2256",12,10,0.46,4.88,74
"2257",13,0,0.54,4.52,74
"2258",13,2,0,4.52,74
"2259",13,4,0,4.52,74
"2260",13,6,0.02,4.52,74
"2261",13,8,0,4.52,74
"2262",13,10,0.44,4.52,74
"2263",14,0,0.56,4.36,74
"2264",14,2,0,4.36,74
"2265",14,4,0,4.36,74
"2266",14,6,0.01,4.36,74
"2267",14,8,0,4.36,74
"2268",14,10,0.43,4.36,74
"2269",1,0,0.16,4.84,73
"2270",1,2,0.13,4.84,73
"2271",1,4,0.3,4.84,73
"2272",1,6,0.13,4.84,73
"2273",1,8,0.1,4.84,73
"2274",1,10,0.18,4.84,73
"2275",2,0,0.21,4.4,73
"2276",2,2,0.14,4.4,73
"2277",2,4,0.31,4.4,73
"2278",2,6,0.09,4.4,73
"2279",2,8,0.08,4.4,73
"2280",2,10,0.17,4.4,73
"2281",3,0,0.17,4.5,73
"2282",3,2,0.23,4.5,73
"2283",3,4,0.25,4.5,73
"2284",3,6,0.08,4.5,73
"2285",3,8,0.07,4.5,73
"2286",3,10,0.2,4.5,73
"2287",4,0,0.27,4.62,73
"2288",4,2,0.14,4.62,73
"2289",4,4,0.17,4.62,73
"2290",4,6,0.09,4.62,73
"2291",4,8,0.09,4.62,73
"2292",4,10,0.24,4.62,73
"2293",5,0,0.33,4.26,73
"2294",5,2,0.12,4.26,73
"2295",5,4,0.14,4.26,73
"2296",5,6,0.11,4.26,73
"2297",5,8,0.1,4.26,73
"2298",5,10,0.2,4.26,73
"2299",6,0,0.28,4.5,73
"2300",6,2,0.14,4.5,73
"2301",6,4,0.15,4.5,73
"2302",6,6,0.13,4.5,73
"2303",6,8,0.08,4.5,73
"2304",6,10,0.22,4.5,73
"2305",7,0,0.41,4.02,73
"2306",7,2,0.1,4.02,73
"2307",7,4,0.1,4.02,73
"2308",7,6,0.11,4.02,73
"2309",7,8,0.02,4.02,73
"2310",7,10,0.26,4.02,73
"2311",8,0,0.39,4.14,73
"2312",8,2,0.09,4.14,73
"2313",8,4,0.12,4.14,73
"2314",8,6,0.12,4.14,73
"2315",8,8,0.02,4.14,73
"2316",8,10,0.26,4.14,73
"2317",9,0,0.42,4.1,73
"2318",9,2,0.04,4.1,73
"2319",9,4,0.13,4.1,73
"2320",9,6,0.13,4.1,73
"2321",9,8,0.04,4.1,73
"2322",9,10,0.24,4.1,73
"2323",10,0,0.37,4.6,73
"2324",10,2,0.04,4.6,73
"2325",10,4,0.14,4.6,73
"2326",10,6,0.12,4.6,73
"2327",10,8,0.03,4.6,73
"2328",10,10,0.3,4.6,73
"2329",11,0,0.41,4.4,73
"2330",11,2,0.05,4.4,73
"2331",11,4,0.12,4.4,73
"2332",11,6,0.09,4.4,73
"2333",11,8,0.01,4.4,73
"2334",11,10,0.32,4.4,73
"2335",12,0,0.35,4.84,73
"2336",12,2,0.07,4.84,73
"2337",12,4,0.12,4.84,73
"2338",12,6,0.09,4.84,73
"2339",12,8,0.01,4.84,73
"2340",12,10,0.36,4.84,73
"2341",13,0,0.46,4.26,73
"2342",13,2,0.07,4.26,73
"2343",13,4,0.05,4.26,73
"2344",13,6,0.07,4.26,73
"2345",13,8,0,4.26,73
"2346",13,10,0.35,4.26,73
"2347",14,0,0.44,4.72,73
"2348",14,2,0.04,4.72,73
"2349",14,4,0.06,4.72,73
"2350",14,6,0.05,4.72,73
"2351",14,8,0,4.72,73
"2352",14,10,0.41,4.72,73
"2353",1,0,0.11,4.38,72
"2354",1,2,0.21,4.38,72
"2355",1,4,0.33,4.38,72
"2356",1,6,0.19,4.38,72
"2357",1,8,0.05,4.38,72
"2358",1,10,0.11,4.38,72
"2359",2,0,0.15,4.52,72
"2360",2,2,0.18,4.52,72
"2361",2,4,0.26,4.52,72
"2362",2,6,0.22,4.52,72
"2363",2,8,0.05,4.52,72
"2364",2,10,0.14,4.52,72
"2365",3,0,0.14,4.68,72
"2366",3,2,0.18,4.68,72
"2367",3,4,0.28,4.68,72
"2368",3,6,0.18,4.68,72
"2369",3,8,0.04,4.68,72
"2370",3,10,0.18,4.68,72
"2371",4,0,0.18,4.86,72
"2372",4,2,0.13,4.86,72
"2373",4,4,0.29,4.86,72
"2374",4,6,0.12,4.86,72
"2375",4,8,0.04,4.86,72
"2376",4,10,0.24,4.86,72
"2377",5,0,0.21,4.84,72
"2378",5,2,0.15,4.84,72
"2379",5,4,0.23,4.84,72
"2380",5,6,0.1,4.84,72
"2381",5,8,0.04,4.84,72
"2382",5,10,0.27,4.84,72
"2383",6,0,0.31,4.5,72
"2384",6,2,0.08,4.5,72
"2385",6,4,0.22,4.5,72
"2386",6,6,0.1,4.5,72
"2387",6,8,0.02,4.5,72
"2388",6,10,0.27,4.5,72
"2389",7,0,0.44,3.8,72
"2390",7,2,0.05,3.8,72
"2391",7,4,0.17,3.8,72
"2392",7,6,0.09,3.8,72
"2393",7,8,0.01,3.8,72
"2394",7,10,0.24,3.8,72
"2395",8,0,0.45,3.86,72
"2396",8,2,0.03,3.86,72
"2397",8,4,0.2,3.86,72
"2398",8,6,0.05,3.86,72
"2399",8,8,0,3.86,72
"2400",8,10,0.27,3.86,72
"2401",9,0,0.41,4.54,72
"2402",9,2,0.04,4.54,72
"2403",9,4,0.14,4.54,72
"2404",9,6,0.05,4.54,72
"2405",9,8,0,4.54,72
"2406",9,10,0.36,4.54,72
"2407",10,0,0.39,4.5,72
"2408",10,2,0.05,4.5,72
"2409",10,4,0.16,4.5,72
"2410",10,6,0.06,4.5,72
"2411",10,8,0,4.5,72
"2412",10,10,0.34,4.5,72
"2413",11,0,0.41,4.86,72
"2414",11,2,0.03,4.86,72
"2415",11,4,0.1,4.86,72
"2416",11,6,0.05,4.86,72
"2417",11,8,0,4.86,72
"2418",11,10,0.41,4.86,72
"2419",12,0,0.46,4.66,72
"2420",12,2,0.02,4.66,72
"2421",12,4,0.05,4.66,72
"2422",12,6,0.07,4.66,72
"2423",12,8,0,4.66,72
"2424",12,10,0.4,4.66,72
"2425",13,0,0.5,4.22,72
"2426",13,2,0.03,4.22,72
"2427",13,4,0.05,4.22,72
"2428",13,6,0.06,4.22,72
"2429",13,8,0,4.22,72
"2430",13,10,0.36,4.22,72
"2431",14,0,0.43,4.76,72
"2432",14,2,0.05,4.76,72
"2433",14,4,0.05,4.76,72
"2434",14,6,0.06,4.76,72
"2435",14,8,0,4.76,72
"2436",14,10,0.41,4.76,72
"2437",1,0,0.16,4.38,71
"2438",1,2,0.18,4.38,71
"2439",1,4,0.29,4.38,71
"2440",1,6,0.2,4.38,71
"2441",1,8,0.02,4.38,71
"2442",1,10,0.15,4.38,71
"2443",2,0,0.16,4.78,71
"2444",2,2,0.11,4.78,71
"2445",2,4,0.33,4.78,71
"2446",2,6,0.19,4.78,71
"2447",2,8,0,4.78,71
"2448",2,10,0.21,4.78,71
"2449",3,0,0.22,4.4,71
"2450",3,2,0.1,4.4,71
"2451",3,4,0.3,4.4,71
"2452",3,6,0.2,4.4,71
"2453",3,8,0,4.4,71
"2454",3,10,0.18,4.4,71
"2455",4,0,0.24,4.36,71
"2456",4,2,0.09,4.36,71
"2457",4,4,0.28,4.36,71
"2458",4,6,0.21,4.36,71
"2459",4,8,0,4.36,71
"2460",4,10,0.18,4.36,71
"2461",5,0,0.31,4.12,71
"2462",5,2,0.05,4.12,71
"2463",5,4,0.27,4.12,71
"2464",5,6,0.19,4.12,71
"2465",5,8,0,4.12,71
"2466",5,10,0.18,4.12,71
"2467",6,0,0.32,4.26,71
"2468",6,2,0.06,4.26,71
"2469",6,4,0.23,4.26,71
"2470",6,6,0.17,4.26,71
"2471",6,8,0,4.26,71
"2472",6,10,0.22,4.26,71
"2473",7,0,0.37,3.82,71
"2474",7,2,0.08,3.82,71
"2475",7,4,0.22,3.82,71
"2476",7,6,0.13,3.82,71
"2477",7,8,0,3.82,71
"2478",7,10,0.2,3.82,71
"2479",8,0,0.33,4.36,71
"2480",8,2,0.03,4.36,71
"2481",8,4,0.23,4.36,71
"2482",8,6,0.18,4.36,71
"2483",8,8,0,4.36,71
"2484",8,10,0.23,4.36,71
"2485",9,0,0.45,3.96,71
"2486",9,2,0.01,3.96,71
"2487",9,4,0.15,3.96,71
"2488",9,6,0.14,3.96,71
"2489",9,8,0,3.96,71
"2490",9,10,0.25,3.96,71
"2491",10,0,0.47,4.1,71
"2492",10,2,0.02,4.1,71
"2493",10,4,0.1,4.1,71
"2494",10,6,0.11,4.1,71
"2495",10,8,0,4.1,71
"2496",10,10,0.3,4.1,71
"2497",11,0,0.49,4.14,71
"2498",11,2,0.01,4.14,71
"2499",11,4,0.06,4.14,71
"2500",11,6,0.13,4.14,71
"2501",11,8,0,4.14,71
"2502",11,10,0.31,4.14,71
"2503",12,0,0.54,3.9,71
"2504",12,2,0,3.9,71
"2505",12,4,0.05,3.9,71
"2506",12,6,0.1,3.9,71
"2507",12,8,0,3.9,71
"2508",12,10,0.31,3.9,71
"2509",13,0,0.62,3.34,71
"2510",13,2,0,3.34,71
"2511",13,4,0.03,3.34,71
"2512",13,6,0.07,3.34,71
"2513",13,8,0,3.34,71
"2514",13,10,0.28,3.34,71
"2515",14,0,0.63,3.48,71
"2516",14,2,0,3.48,71
"2517",14,4,0.01,3.48,71
"2518",14,6,0.04,3.48,71
"2519",14,8,0,3.48,71
"2520",14,10,0.32,3.48,71
"2521",1,0,0.19,4.48,70
"2522",1,2,0.15,4.48,70
"2523",1,4,0.26,4.48,70
"2524",1,6,0.18,4.48,70
"2525",1,8,0.07,4.48,70
"2526",1,10,0.15,4.48,70
"2527",2,0,0.24,4.62,70
"2528",2,2,0.13,4.62,70
"2529",2,4,0.21,4.62,70
"2530",2,6,0.14,4.62,70
"2531",2,8,0.06,4.62,70
"2532",2,10,0.22,4.62,70
"2533",3,0,0.28,4.78,70
"2534",3,2,0.09,4.78,70
"2535",3,4,0.18,4.78,70
"2536",3,6,0.13,4.78,70
"2537",3,8,0.05,4.78,70
"2538",3,10,0.27,4.78,70
"2539",4,0,0.3,4.52,70
"2540",4,2,0.07,4.52,70
"2541",4,4,0.23,4.52,70
"2542",4,6,0.12,4.52,70
"2543",4,8,0.03,4.52,70
"2544",4,10,0.25,4.52,70
"2545",5,0,0.32,4.38,70
"2546",5,2,0.1,4.38,70
"2547",5,4,0.21,4.38,70
"2548",5,6,0.07,4.38,70
"2549",5,8,0.04,4.38,70
"2550",5,10,0.26,4.38,70
"2551",6,0,0.41,3.96,70
"2552",6,2,0.07,3.96,70
"2553",6,4,0.19,3.96,70
"2554",6,6,0.05,3.96,70
"2555",6,8,0.02,3.96,70
"2556",6,10,0.26,3.96,70
"2557",7,0,0.5,3.26,70
"2558",7,2,0.03,3.26,70
"2559",7,4,0.22,3.26,70
"2560",7,6,0.03,3.26,70
"2561",7,8,0.03,3.26,70
"2562",7,10,0.19,3.26,70
"2563",8,0,0.55,3.46,70
"2564",8,2,0,3.46,70
"2565",8,4,0.14,3.46,70
"2566",8,6,0.03,3.46,70
"2567",8,8,0.04,3.46,70
"2568",8,10,0.24,3.46,70
"2569",9,0,0.59,3.48,70
"2570",9,2,0,3.48,70
"2571",9,4,0.08,3.48,70
"2572",9,6,0.01,3.48,70
"2573",9,8,0.05,3.48,70
"2574",9,10,0.27,3.48,70
"2575",10,0,0.54,3.98,70
"2576",10,2,0,3.98,70
"2577",10,4,0.07,3.98,70
"2578",10,6,0.02,3.98,70
"2579",10,8,0.06,3.98,70
"2580",10,10,0.31,3.98,70
"2581",11,0,0.55,4.04,70
"2582",11,2,0,4.04,70
"2583",11,4,0.05,4.04,70
"2584",11,6,0.02,4.04,70
"2585",11,8,0.04,4.04,70
"2586",11,10,0.34,4.04,70
"2587",12,0,0.54,4.32,70
"2588",12,2,0,4.32,70
"2589",12,4,0.03,4.32,70
"2590",12,6,0.01,4.32,70
"2591",12,8,0.03,4.32,70
"2592",12,10,0.39,4.32,70
"2593",13,0,0.5,4.74,70
"2594",13,2,0,4.74,70
"2595",13,4,0.03,4.74,70
"2596",13,6,0,4.74,70
"2597",13,8,0.04,4.74,70
"2598",13,10,0.43,4.74,70
"2599",14,0,0.48,4.68,70
"2600",14,2,0,4.68,70
"2601",14,4,0.06,4.68,70
"2602",14,6,0,4.68,70
"2603",14,8,0.08,4.68,70
"2604",14,10,0.38,4.68,70
"2605",1,0,0.13,5.14,69
"2606",1,2,0.12,5.14,69
"2607",1,4,0.33,5.14,69
"2608",1,6,0.11,5.14,69
"2609",1,8,0.09,5.14,69
"2610",1,10,0.22,5.14,69
"2611",2,0,0.15,5.54,69
"2612",2,2,0.11,5.54,69
"2613",2,4,0.23,5.54,69
"2614",2,6,0.13,5.54,69
"2615",2,8,0.09,5.54,69
"2616",2,10,0.29,5.54,69
"2617",3,0,0.21,5.38,69
"2618",3,2,0.08,5.38,69
"2619",3,4,0.17,5.38,69
"2620",3,6,0.16,5.38,69
"2621",3,8,0.11,5.38,69
"2622",3,10,0.27,5.38,69
"2623",4,0,0.19,5.78,69
"2624",4,2,0.09,5.78,69
"2625",4,4,0.14,5.78,69
"2626",4,6,0.15,5.78,69
"2627",4,8,0.08,5.78,69
"2628",4,10,0.35,5.78,69
"2629",5,0,0.23,5.6,69
"2630",5,2,0.08,5.6,69
"2631",5,4,0.12,5.6,69
"2632",5,6,0.15,5.6,69
"2633",5,8,0.07,5.6,69
"2634",5,10,0.35,5.6,69
"2635",6,0,0.24,5.54,69
"2636",6,2,0.09,5.54,69
"2637",6,4,0.1,5.54,69
"2638",6,6,0.15,5.54,69
"2639",6,8,0.07,5.54,69
"2640",6,10,0.35,5.54,69
"2641",7,0,0.29,5.54,69
"2642",7,2,0.08,5.54,69
"2643",7,4,0.04,5.54,69
"2644",7,6,0.13,5.54,69
"2645",7,8,0.08,5.54,69
"2646",7,10,0.38,5.54,69
"2647",8,0,0.3,5.8,69
"2648",8,2,0.06,5.8,69
"2649",8,4,0.02,5.8,69
"2650",8,6,0.11,5.8,69
"2651",8,8,0.08,5.8,69
"2652",8,10,0.43,5.8,69
"2653",9,0,0.32,5.7,69
"2654",9,2,0.07,5.7,69
"2655",9,4,0.03,5.7,69
"2656",9,6,0.05,5.7,69
"2657",9,8,0.08,5.7,69
"2658",9,10,0.45,5.7,69
"2659",10,0,0.39,4.74,69
"2660",10,2,0.09,4.74,69
"2661",10,4,0.03,4.74,69
"2662",10,6,0.08,4.74,69
"2663",10,8,0.07,4.74,69
"2664",10,10,0.34,4.74,69
"2665",11,0,0.41,5,69
"2666",11,2,0.05,5,69
"2667",11,4,0.03,5,69
"2668",11,6,0.04,5,69
"2669",11,8,0.08,5,69
"2670",11,10,0.39,5,69
"2671",12,0,0.42,4.8,69
"2672",12,2,0.04,4.8,69
"2673",12,4,0.05,4.8,69
"2674",12,6,0.05,4.8,69
"2675",12,8,0.09,4.8,69
"2676",12,10,0.35,4.8,69
"2677",13,0,0.44,4.56,69
"2678",13,2,0.04,4.56,69
"2679",13,4,0.06,4.56,69
"2680",13,6,0.05,4.56,69
"2681",13,8,0.08,4.56,69
"2682",13,10,0.33,4.56,69
"2683",14,0,0.49,4.56,69
"2684",14,2,0,4.56,69
"2685",14,4,0.06,4.56,69
"2686",14,6,0.01,4.56,69
"2687",14,8,0.07,4.56,69
"2688",14,10,0.37,4.56,69
"2689",1,0,0.13,4.86,68
"2690",1,2,0.13,4.86,68
"2691",1,4,0.27,4.86,68
"2692",1,6,0.27,4.86,68
"2693",1,8,0.05,4.86,68
"2694",1,10,0.15,4.86,68
"2695",2,0,0.19,4.92,68
"2696",2,2,0.06,4.92,68
"2697",2,4,0.29,4.92,68
"2698",2,6,0.23,4.92,68
"2699",2,8,0.02,4.92,68
"2700",2,10,0.21,4.92,68
"2701",3,0,0.21,4.82,68
"2702",3,2,0.08,4.82,68
"2703",3,4,0.22,4.82,68
"2704",3,6,0.27,4.82,68
"2705",3,8,0.02,4.82,68
"2706",3,10,0.2,4.82,68
"2707",4,0,0.17,5.44,68
"2708",4,2,0.04,5.44,68
"2709",4,4,0.22,5.44,68
"2710",4,6,0.3,5.44,68
"2711",4,8,0.01,5.44,68
"2712",4,10,0.26,5.44,68
"2713",5,0,0.23,5.28,68
"2714",5,2,0.01,5.28,68
"2715",5,4,0.22,5.28,68
"2716",5,6,0.25,5.28,68
"2717",5,8,0.01,5.28,68
"2718",5,10,0.28,5.28,68
"2719",6,0,0.25,5.34,68
"2720",6,2,0.01,5.34,68
"2721",6,4,0.19,5.34,68
"2722",6,6,0.23,5.34,68
"2723",6,8,0.01,5.34,68
"2724",6,10,0.31,5.34,68
"2725",7,0,0.29,5.34,68
"2726",7,2,0,5.34,68
"2727",7,4,0.18,5.34,68
"2728",7,6,0.17,5.34,68
"2729",7,8,0,5.34,68
"2730",7,10,0.36,5.34,68
"2731",8,0,0.34,4.96,68
"2732",8,2,0,4.96,68
"2733",8,4,0.18,4.96,68
"2734",8,6,0.14,4.96,68
"2735",8,8,0,4.96,68
"2736",8,10,0.34,4.96,68
"2737",9,0,0.32,4.98,68
"2738",9,2,0,4.98,68
"2739",9,4,0.17,4.98,68
"2740",9,6,0.2,4.98,68
"2741",9,8,0,4.98,68
"2742",9,10,0.31,4.98,68
"2743",10,0,0.35,4.72,68
"2744",10,2,0,4.72,68
"2745",10,4,0.15,4.72,68
"2746",10,6,0.22,4.72,68
"2747",10,8,0,4.72,68
"2748",10,10,0.28,4.72,68
"2749",11,0,0.35,4.54,68
"2750",11,2,0,4.54,68
"2751",11,4,0.2,4.54,68
"2752",11,6,0.19,4.54,68
"2753",11,8,0,4.54,68
"2754",11,10,0.26,4.54,68
"2755",12,0,0.33,4.72,68
"2756",12,2,0,4.72,68
"2757",12,4,0.17,4.72,68
"2758",12,6,0.24,4.72,68
"2759",12,8,0,4.72,68
"2760",12,10,0.26,4.72,68
"2761",13,0,0.28,5.34,68
"2762",13,2,0,5.34,68
"2763",13,4,0.15,5.34,68
"2764",13,6,0.24,5.34,68
"2765",13,8,0,5.34,68
"2766",13,10,0.33,5.34,68
"2767",14,0,0.31,5.42,68
"2768",14,2,0,5.42,68
"2769",14,4,0.14,5.42,68
"2770",14,6,0.16,5.42,68
"2771",14,8,0,5.42,68
"2772",14,10,0.39,5.42,68
"2773",1,0,0.17,4.5,67
"2774",1,2,0.15,4.5,67
"2775",1,4,0.35,4.5,67
"2776",1,6,0.09,4.5,67
"2777",1,8,0.07,4.5,67
"2778",1,10,0.17,4.5,67
"2779",2,0,0.21,4.18,67
"2780",2,2,0.11,4.18,67
"2781",2,4,0.39,4.18,67
"2782",2,6,0.11,4.18,67
"2783",2,8,0.03,4.18,67
"2784",2,10,0.15,4.18,67
"2785",3,0,0.23,4.18,67
"2786",3,2,0.07,4.18,67
"2787",3,4,0.43,4.18,67
"2788",3,6,0.07,4.18,67
"2789",3,8,0.05,4.18,67
"2790",3,10,0.15,4.18,67
"2791",4,0,0.31,4.22,67
"2792",4,2,0.06,4.22,67
"2793",4,4,0.29,4.22,67
"2794",4,6,0.08,4.22,67
"2795",4,8,0.07,4.22,67
"2796",4,10,0.19,4.22,67
"2797",5,0,0.33,4.54,67
"2798",5,2,0.06,4.54,67
"2799",5,4,0.21,4.54,67
"2800",5,6,0.07,4.54,67
"2801",5,8,0.07,4.54,67
"2802",5,10,0.26,4.54,67
"2803",6,0,0.38,3.98,67
"2804",6,2,0.05,3.98,67
"2805",6,4,0.27,3.98,67
"2806",6,6,0.04,3.98,67
"2807",6,8,0.02,3.98,67
"2808",6,10,0.24,3.98,67
"2809",7,0,0.36,4.44,67
"2810",7,2,0.05,4.44,67
"2811",7,4,0.24,4.44,67
"2812",7,6,0.02,4.44,67
"2813",7,8,0.02,4.44,67
"2814",7,10,0.31,4.44,67
"2815",8,0,0.34,4.58,67
"2816",8,2,0.05,4.58,67
"2817",8,4,0.25,4.58,67
"2818",8,6,0.01,4.58,67
"2819",8,8,0.04,4.58,67
"2820",8,10,0.31,4.58,67
"2821",9,0,0.37,4.74,67
"2822",9,2,0.04,4.74,67
"2823",9,4,0.18,4.74,67
"2824",9,6,0.01,4.74,67
"2825",9,8,0.06,4.74,67
"2826",9,10,0.34,4.74,67
"2827",10,0,0.37,4.72,67
"2828",10,2,0.02,4.72,67
"2829",10,4,0.21,4.72,67
"2830",10,6,0,4.72,67
"2831",10,8,0.08,4.72,67
"2832",10,10,0.32,4.72,67
"2833",11,0,0.38,4.44,67
"2834",11,2,0,4.44,67
"2835",11,4,0.27,4.44,67
"2836",11,6,0,4.44,67
"2837",11,8,0.07,4.44,67
"2838",11,10,0.28,4.44,67
"2839",12,0,0.4,4.32,67
"2840",12,2,0,4.32,67
"2841",12,4,0.27,4.32,67
"2842",12,6,0,4.32,67
"2843",12,8,0.03,4.32,67
"2844",12,10,0.3,4.32,67
"2845",13,0,0.45,4,67
"2846",13,2,0,4,67
"2847",13,4,0.24,4,67
"2848",13,6,0,4,67
"2849",13,8,0.03,4,67
"2850",13,10,0.28,4,67
"2851",14,0,0.49,3.74,67
"2852",14,2,0,3.74,67
"2853",14,4,0.22,3.74,67
"2854",14,6,0,3.74,67
"2855",14,8,0.02,3.74,67
"2856",14,10,0.27,3.74,67
"2857",1,0,0.12,5,66
"2858",1,2,0.18,5,66
"2859",1,4,0.23,5,66
"2860",1,6,0.21,5,66
"2861",1,8,0.07,5,66
"2862",1,10,0.19,5,66
"2863",2,0,0.2,4.66,66
"2864",2,2,0.14,4.66,66
"2865",2,4,0.24,4.66,66
"2866",2,6,0.17,4.66,66
"2867",2,8,0.05,4.66,66
"2868",2,10,0.2,4.66,66
"2869",3,0,0.27,4.7,66
"2870",3,2,0.04,4.7,66
"2871",3,4,0.26,4.7,66
"2872",3,6,0.17,4.7,66
"2873",3,8,0.02,4.7,66
"2874",3,10,0.24,4.7,66
"2875",4,0,0.33,4.66,66
"2876",4,2,0.02,4.66,66
"2877",4,4,0.19,4.66,66
"2878",4,6,0.18,4.66,66
"2879",4,8,0.01,4.66,66
"2880",4,10,0.27,4.66,66
"2881",5,0,0.34,4.56,66
"2882",5,2,0.01,4.56,66
"2883",5,4,0.2,4.56,66
"2884",5,6,0.18,4.56,66
"2885",5,8,0.02,4.56,66
"2886",5,10,0.25,4.56,66
"2887",6,0,0.38,4.68,66
"2888",6,2,0,4.68,66
"2889",6,4,0.18,4.68,66
"2890",6,6,0.1,4.68,66
"2891",6,8,0.02,4.68,66
"2892",6,10,0.32,4.68,66
"2893",7,0,0.43,4.46,66
"2894",7,2,0,4.46,66
"2895",7,4,0.14,4.46,66
"2896",7,6,0.08,4.46,66
"2897",7,8,0.04,4.46,66
"2898",7,10,0.31,4.46,66
"2899",8,0,0.43,4.52,66
"2900",8,2,0,4.52,66
"2901",8,4,0.17,4.52,66
"2902",8,6,0.01,4.52,66
"2903",8,8,0.06,4.52,66
"2904",8,10,0.33,4.52,66
"2905",9,0,0.43,5.02,66
"2906",9,2,0,5.02,66
"2907",9,4,0.08,5.02,66
"2908",9,6,0,5.02,66
"2909",9,8,0.1,5.02,66
"2910",9,10,0.39,5.02,66
"2911",10,0,0.35,5.62,66
"2912",10,2,0,5.62,66
"2913",10,4,0.13,5.62,66
"2914",10,6,0,5.62,66
