"","round","contribution","frequency","mean","replicationNumber"
"1863",3,4,0.353,4.348,78
"1864",3,6,0.154,4.348,78
"1865",3,8,0.086,4.348,78
"1866",3,10,0.092,4.348,78
"1867",4,0,0.124,4.314,78
"1868",4,2,0.189,4.314,78
"1869",4,4,0.355,4.314,78
"1870",4,6,0.16,4.314,78
"1871",4,8,0.082,4.314,78
"1872",4,10,0.09,4.314,78
"1873",5,0,0.133,4.358,78
"1874",5,2,0.182,4.358,78
"1875",5,4,0.335,4.358,78
"1876",5,6,0.171,4.358,78
"1877",5,8,0.081,4.358,78
"1878",5,10,0.098,4.358,78
"1879",6,0,0.138,4.298,78
"1880",6,2,0.19,4.298,78
"1881",6,4,0.332,4.298,78
"1882",6,6,0.162,4.298,78
"1883",6,8,0.081,4.298,78
"1884",6,10,0.097,4.298,78
"1885",7,0,0.133,4.402,78
"1886",7,2,0.16,4.402,78
"1887",7,4,0.35,4.402,78
"1888",7,6,0.181,4.402,78
"1889",7,8,0.082,4.402,78
"1890",7,10,0.094,4.402,78
"1891",8,0,0.132,4.48,78
"1892",8,2,0.147,4.48,78
"1893",8,4,0.348,4.48,78
"1894",8,6,0.193,4.48,78
"1895",8,8,0.082,4.48,78
"1896",8,10,0.098,4.48,78
"1897",9,0,0.135,4.468,78
"1898",9,2,0.141,4.468,78
"1899",9,4,0.347,4.468,78
"1900",9,6,0.199,4.468,78
"1901",9,8,0.088,4.468,78
"1902",9,10,0.09,4.468,78
"1903",10,0,0.138,4.414,78
"1904",10,2,0.129,4.414,78
"1905",10,4,0.378,4.414,78
"1906",10,6,0.192,4.414,78
"1907",10,8,0.069,4.414,78
"1908",10,10,0.094,4.414,78
"1909",11,0,0.134,4.494,78
"1910",11,2,0.127,4.494,78
"1911",11,4,0.364,4.494,78
"1912",11,6,0.205,4.494,78
"1913",11,8,0.073,4.494,78
"1914",11,10,0.097,4.494,78
"1915",12,0,0.147,4.45,78
"1916",12,2,0.121,4.45,78
"1917",12,4,0.357,4.45,78
"1918",12,6,0.206,4.45,78
"1919",12,8,0.073,4.45,78
"1920",12,10,0.096,4.45,78
"1921",13,0,0.109,4.676,78
"1922",13,2,0.136,4.676,78
"1923",13,4,0.362,4.676,78
"1924",13,6,0.205,4.676,78
"1925",13,8,0.077,4.676,78
"1926",13,10,0.111,4.676,78
"1927",14,0,0.129,4.518,78
"1928",14,2,0.147,4.518,78
"1929",14,4,0.349,4.518,78
"1930",14,6,0.195,4.518,78
"1931",14,8,0.071,4.518,78
"1932",14,10,0.109,4.518,78
"1933",1,0,0.104,4.578,77
"1934",1,2,0.2,4.578,77
"1935",1,4,0.31,4.578,77
"1936",1,6,0.197,4.578,77
"1937",1,8,0.067,4.578,77
"1938",1,10,0.122,4.578,77
"1939",2,0,0.097,4.572,77
"1940",2,2,0.207,4.572,77
"1941",2,4,0.31,4.572,77
"1942",2,6,0.205,4.572,77
"1943",2,8,0.061,4.572,77
"1944",2,10,0.12,4.572,77
"1945",3,0,0.094,4.58,77
"1946",3,2,0.234,4.58,77
"1947",3,4,0.29,4.58,77
"1948",3,6,0.189,4.58,77
"1949",3,8,0.056,4.58,77
"1950",3,10,0.137,4.58,77
"1951",4,0,0.101,4.484,77
"1952",4,2,0.241,4.484,77
"1953",4,4,0.294,4.484,77
"1954",4,6,0.174,4.484,77
"1955",4,8,0.059,4.484,77
"1956",4,10,0.131,4.484,77
"1957",5,0,0.117,4.45,77
"1958",5,2,0.213,4.45,77
"1959",5,4,0.289,4.45,77
"1960",5,6,0.208,4.45,77
"1961",5,8,0.055,4.45,77
"1962",5,10,0.118,4.45,77
"1963",6,0,0.128,4.336,77
"1964",6,2,0.203,4.336,77
"1965",6,4,0.296,4.336,77
"1966",6,6,0.214,4.336,77
"1967",6,8,0.064,4.336,77
"1968",6,10,0.095,4.336,77
"1969",7,0,0.123,4.47,77
"1970",7,2,0.18,4.47,77
"1971",7,4,0.304,4.47,77
"1972",7,6,0.222,4.47,77
"1973",7,8,0.074,4.47,77
"1974",7,10,0.097,4.47,77
"1975",8,0,0.133,4.492,77
"1976",8,2,0.167,4.492,77
"1977",8,4,0.299,4.492,77
"1978",8,6,0.226,4.492,77
"1979",8,8,0.072,4.492,77
"1980",8,10,0.103,4.492,77
"1981",9,0,0.134,4.514,77
"1982",9,2,0.157,4.514,77
"1983",9,4,0.31,4.514,77
"1984",9,6,0.225,4.514,77
"1985",9,8,0.065,4.514,77
"1986",9,10,0.109,4.514,77
"1987",10,0,0.116,4.702,77
"1988",10,2,0.153,4.702,77
"1989",10,4,0.314,4.702,77
"1990",10,6,0.223,4.702,77
"1991",10,8,0.069,4.702,77
"1992",10,10,0.125,4.702,77
"1993",11,0,0.091,4.914,77
"1994",11,2,0.165,4.914,77
"1995",11,4,0.28,4.914,77
"1996",11,6,0.253,4.914,77
"1997",11,8,0.082,4.914,77
"1998",11,10,0.129,4.914,77
"1999",12,0,0.09,5.076,77
"2000",12,2,0.145,5.076,77
"2001",12,4,0.289,5.076,77
"2002",12,6,0.235,5.076,77
"2003",12,8,0.095,5.076,77
"2004",12,10,0.146,5.076,77
"2005",13,0,0.067,5.168,77
"2006",13,2,0.151,5.168,77
"2007",13,4,0.296,5.168,77
"2008",13,6,0.247,5.168,77
"2009",13,8,0.095,5.168,77
"2010",13,10,0.144,5.168,77
"2011",14,0,0.075,5.226,77
"2012",14,2,0.152,5.226,77
"2013",14,4,0.266,5.226,77
"2014",14,6,0.256,5.226,77
"2015",14,8,0.094,5.226,77
"2016",14,10,0.157,5.226,77
"2017",1,0,0.116,4.454,76
"2018",1,2,0.182,4.454,76
"2019",1,4,0.325,4.454,76
"2020",1,6,0.212,4.454,76
"2021",1,8,0.066,4.454,76
"2022",1,10,0.099,4.454,76
"2023",2,0,0.113,4.582,76
"2024",2,2,0.184,4.582,76
"2025",2,4,0.301,4.582,76
"2026",2,6,0.219,4.582,76
"2027",2,8,0.067,4.582,76
"2028",2,10,0.116,4.582,76
"2029",3,0,0.118,4.56,76
"2030",3,2,0.176,4.56,76
"2031",3,4,0.288,4.56,76
"2032",3,6,0.25,4.56,76
"2033",3,8,0.062,4.56,76
"2034",3,10,0.106,4.56,76
"2035",4,0,0.121,4.49,76
"2036",4,2,0.178,4.49,76
"2037",4,4,0.285,4.49,76
"2038",4,6,0.258,4.49,76
"2039",4,8,0.067,4.49,76
"2040",4,10,0.091,4.49,76
"2041",5,0,0.122,4.42,76
"2042",5,2,0.172,4.42,76
"2043",5,4,0.306,4.42,76
"2044",5,6,0.262,4.42,76
"2045",5,8,0.05,4.42,76
"2046",5,10,0.088,4.42,76
"2047",6,0,0.133,4.35,76
"2048",6,2,0.167,4.35,76
"2049",6,4,0.302,4.35,76
"2050",6,6,0.268,4.35,76
"2051",6,8,0.05,4.35,76
"2052",6,10,0.08,4.35,76
"2053",7,0,0.141,4.368,76
"2054",7,2,0.163,4.368,76
"2055",7,4,0.299,4.368,76
"2056",7,6,0.251,4.368,76
"2057",7,8,0.06,4.368,76
"2058",7,10,0.086,4.368,76
"2059",8,0,0.14,4.24,76
"2060",8,2,0.196,4.24,76
"2061",8,4,0.286,4.24,76
"2062",8,6,0.242,4.24,76
"2063",8,8,0.054,4.24,76
"2064",8,10,0.082,4.24,76
"2065",9,0,0.133,4.176,76
"2066",9,2,0.216,4.176,76
"2067",9,4,0.293,4.176,76
"2068",9,6,0.227,4.176,76
"2069",9,8,0.05,4.176,76
"2070",9,10,0.081,4.176,76
"2071",10,0,0.146,4.19,76
"2072",10,2,0.195,4.19,76
"2073",10,4,0.312,4.19,76
"2074",10,6,0.207,4.19,76
"2075",10,8,0.045,4.19,76
"2076",10,10,0.095,4.19,76
"2077",11,0,0.156,4.136,76
"2078",11,2,0.186,4.136,76
"2079",11,4,0.324,4.136,76
"2080",11,6,0.197,4.136,76
"2081",11,8,0.042,4.136,76
"2082",11,10,0.095,4.136,76
"2083",12,0,0.152,4.134,76
"2084",12,2,0.187,4.134,76
"2085",12,4,0.313,4.134,76
"2086",12,6,0.224,4.134,76
"2087",12,8,0.038,4.134,76
"2088",12,10,0.086,4.134,76
"2089",13,0,0.16,4.074,76
"2090",13,2,0.179,4.074,76
"2091",13,4,0.312,4.074,76
"2092",13,6,0.237,4.074,76
"2093",13,8,0.037,4.074,76
"2094",13,10,0.075,4.074,76
"2095",14,0,0.142,4.194,76
"2096",14,2,0.189,4.194,76
"2097",14,4,0.297,4.194,76
"2098",14,6,0.253,4.194,76
"2099",14,8,0.04,4.194,76
"2100",14,10,0.079,4.194,76
"2101",1,0,0.107,4.446,75
"2102",1,2,0.189,4.446,75
"2103",1,4,0.356,4.446,75
"2104",1,6,0.171,4.446,75
"2105",1,8,0.076,4.446,75
"2106",1,10,0.101,4.446,75
"2107",2,0,0.09,4.516,75
"2108",2,2,0.202,4.516,75
"2109",2,4,0.357,4.516,75
"2110",2,6,0.164,4.516,75
"2111",2,8,0.085,4.516,75
"2112",2,10,0.102,4.516,75
"2113",3,0,0.099,4.466,75
"2114",3,2,0.197,4.466,75
"2115",3,4,0.351,4.466,75
"2116",3,6,0.168,4.466,75
"2117",3,8,0.095,4.466,75
"2118",3,10,0.09,4.466,75
"2119",4,0,0.103,4.348,75
"2120",4,2,0.21,4.348,75
"2121",4,4,0.346,4.348,75
"2122",4,6,0.172,4.348,75
"2123",4,8,0.089,4.348,75
"2124",4,10,0.08,4.348,75
"2125",5,0,0.103,4.272,75
"2126",5,2,0.226,4.272,75
"2127",5,4,0.344,4.272,75
"2128",5,6,0.155,4.272,75
"2129",5,8,0.103,4.272,75
"2130",5,10,0.069,4.272,75
"2131",6,0,0.095,4.38,75
"2132",6,2,0.221,4.38,75
"2133",6,4,0.337,4.38,75
"2134",6,6,0.169,4.38,75
"2135",6,8,0.102,4.38,75
"2136",6,10,0.076,4.38,75
"2137",7,0,0.09,4.46,75
"2138",7,2,0.215,4.46,75
"2139",7,4,0.348,4.46,75
"2140",7,6,0.155,4.46,75
"2141",7,8,0.106,4.46,75
"2142",7,10,0.086,4.46,75
"2143",8,0,0.102,4.316,75
"2144",8,2,0.218,4.316,75
"2145",8,4,0.353,4.316,75
"2146",8,6,0.153,4.316,75
"2147",8,8,0.095,4.316,75
"2148",8,10,0.079,4.316,75
"2149",9,0,0.1,4.42,75
"2150",9,2,0.199,4.42,75
"2151",9,4,0.362,4.42,75
"2152",9,6,0.154,4.42,75
"2153",9,8,0.1,4.42,75
"2154",9,10,0.085,4.42,75
"2155",10,0,0.085,4.58,75
"2156",10,2,0.185,4.58,75
"2157",10,4,0.379,4.58,75
"2158",10,6,0.151,4.58,75
"2159",10,8,0.106,4.58,75
"2160",10,10,0.094,4.58,75
"2161",11,0,0.087,4.544,75
"2162",11,2,0.189,4.544,75
"2163",11,4,0.38,4.544,75
"2164",11,6,0.147,4.544,75
"2165",11,8,0.103,4.544,75
"2166",11,10,0.094,4.544,75
"2167",12,0,0.095,4.506,75
"2168",12,2,0.17,4.506,75
"2169",12,4,0.409,4.506,75
"2170",12,6,0.138,4.506,75
"2171",12,8,0.089,4.506,75
"2172",12,10,0.099,4.506,75
"2173",13,0,0.095,4.6,75
"2174",13,2,0.174,4.6,75
"2175",13,4,0.365,4.6,75
"2176",13,6,0.165,4.6,75
"2177",13,8,0.104,4.6,75
"2178",13,10,0.097,4.6,75
"2179",14,0,0.1,4.526,75
"2180",14,2,0.179,4.526,75
"2181",14,4,0.367,4.526,75
"2182",14,6,0.151,4.526,75
"2183",14,8,0.118,4.526,75
"2184",14,10,0.085,4.526,75
"2185",1,0,0.092,4.682,74
"2186",1,2,0.198,4.682,74
"2187",1,4,0.301,4.682,74
"2188",1,6,0.212,4.682,74
"2189",1,8,0.08,4.682,74
"2190",1,10,0.117,4.682,74
"2191",2,0,0.083,4.718,74
"2192",2,2,0.206,4.718,74
"2193",2,4,0.299,4.718,74
"2194",2,6,0.214,4.718,74
"2195",2,8,0.077,4.718,74
"2196",2,10,0.121,4.718,74
"2197",3,0,0.081,4.61,74
"2198",3,2,0.225,4.61,74
"2199",3,4,0.304,4.61,74
"2200",3,6,0.207,4.61,74
"2201",3,8,0.064,4.61,74
"2202",3,10,0.119,4.61,74
"2203",4,0,0.094,4.59,74
"2204",4,2,0.209,4.59,74
"2205",4,4,0.309,4.59,74
"2206",4,6,0.196,4.59,74
"2207",4,8,0.08,4.59,74
"2208",4,10,0.112,4.59,74
"2209",5,0,0.1,4.638,74
"2210",5,2,0.206,4.638,74
"2211",5,4,0.292,4.638,74
"2212",5,6,0.201,4.638,74
"2213",5,8,0.079,4.638,74
"2214",5,10,0.122,4.638,74
"2215",6,0,0.113,4.498,74
"2216",6,2,0.223,4.498,74
"2217",6,4,0.277,4.498,74
"2218",6,6,0.192,4.498,74
"2219",6,8,0.079,4.498,74
"2220",6,10,0.116,4.498,74
"2221",7,0,0.119,4.504,74
"2222",7,2,0.203,4.504,74
"2223",7,4,0.28,4.504,74
"2224",7,6,0.2,4.504,74
"2225",7,8,0.101,4.504,74
"2226",7,10,0.097,4.504,74
"2227",8,0,0.101,4.62,74
"2228",8,2,0.213,4.62,74
"2229",8,4,0.279,4.62,74
"2230",8,6,0.193,4.62,74
"2231",8,8,0.11,4.62,74
"2232",8,10,0.104,4.62,74
"2233",9,0,0.098,4.578,74
"2234",9,2,0.222,4.578,74
"2235",9,4,0.277,4.578,74
"2236",9,6,0.196,4.578,74
"2237",9,8,0.11,4.578,74
"2238",9,10,0.097,4.578,74
"2239",10,0,0.079,4.668,74
"2240",10,2,0.225,4.668,74
"2241",10,4,0.287,4.668,74
"2242",10,6,0.189,4.668,74
"2243",10,8,0.132,4.668,74
"2244",10,10,0.088,4.668,74
"2245",11,0,0.08,4.674,74
"2246",11,2,0.231,4.674,74
"2247",11,4,0.282,4.674,74
"2248",11,6,0.176,4.674,74
"2249",11,8,0.141,4.674,74
"2250",11,10,0.09,4.674,74
"2251",12,0,0.083,4.682,74
"2252",12,2,0.236,4.682,74
"2253",12,4,0.262,4.682,74
"2254",12,6,0.194,4.682,74
"2255",12,8,0.126,4.682,74
"2256",12,10,0.099,4.682,74
"2257",13,0,0.067,4.762,74
"2258",13,2,0.23,4.762,74
"2259",13,4,0.282,4.762,74
"2260",13,6,0.198,4.762,74
"2261",13,8,0.122,4.762,74
"2262",13,10,0.101,4.762,74
"2263",14,0,0.058,4.704,74
"2264",14,2,0.239,4.704,74
"2265",14,4,0.29,4.704,74
"2266",14,6,0.213,4.704,74
"2267",14,8,0.106,4.704,74
"2268",14,10,0.094,4.704,74
"2269",1,0,0.093,4.608,73
"2270",1,2,0.208,4.608,73
"2271",1,4,0.315,4.608,73
"2272",1,6,0.19,4.608,73
"2273",1,8,0.074,4.608,73
"2274",1,10,0.12,4.608,73
"2275",2,0,0.102,4.644,73
"2276",2,2,0.189,4.644,73
"2277",2,4,0.328,4.644,73
"2278",2,6,0.173,4.644,73
"2279",2,8,0.082,4.644,73
"2280",2,10,0.126,4.644,73
"2281",3,0,0.099,4.752,73
"2282",3,2,0.174,4.752,73
"2283",3,4,0.335,4.752,73
"2284",3,6,0.165,4.752,73
"2285",3,8,0.098,4.752,73
"2286",3,10,0.129,4.752,73
"2287",4,0,0.081,4.782,73
"2288",4,2,0.186,4.782,73
"2289",4,4,0.346,4.782,73
"2290",4,6,0.161,4.782,73
"2291",4,8,0.1,4.782,73
"2292",4,10,0.126,4.782,73
"2293",5,0,0.077,4.786,73
"2294",5,2,0.193,4.786,73
"2295",5,4,0.346,4.786,73
"2296",5,6,0.157,4.786,73
"2297",5,8,0.098,4.786,73
"2298",5,10,0.129,4.786,73
"2299",6,0,0.068,4.938,73
"2300",6,2,0.18,4.938,73
"2301",6,4,0.34,4.938,73
"2302",6,6,0.17,4.938,73
"2303",6,8,0.111,4.938,73
"2304",6,10,0.131,4.938,73
"2305",7,0,0.066,5.144,73
"2306",7,2,0.17,5.144,73
"2307",7,4,0.317,5.144,73
"2308",7,6,0.169,5.144,73
"2309",7,8,0.129,5.144,73
"2310",7,10,0.149,5.144,73
"2311",8,0,0.068,5.126,73
"2312",8,2,0.175,5.126,73
"2313",8,4,0.317,5.126,73
"2314",8,6,0.154,5.126,73
"2315",8,8,0.138,5.126,73
"2316",8,10,0.148,5.126,73
"2317",9,0,0.082,4.978,73
"2318",9,2,0.184,4.978,73
"2319",9,4,0.298,4.978,73
"2320",9,6,0.171,4.978,73
"2321",9,8,0.129,4.978,73
"2322",9,10,0.136,4.978,73
"2323",10,0,0.053,5.202,73
"2324",10,2,0.187,5.202,73
"2325",10,4,0.3,5.202,73
"2326",10,6,0.172,5.202,73
"2327",10,8,0.142,5.202,73
"2328",10,10,0.146,5.202,73
"2329",11,0,0.048,5.214,73
"2330",11,2,0.184,5.214,73
"2331",11,4,0.309,5.214,73
"2332",11,6,0.167,5.214,73
"2333",11,8,0.156,5.214,73
"2334",11,10,0.136,5.214,73
"2335",12,0,0.044,5.188,73
"2336",12,2,0.191,5.188,73
"2337",12,4,0.317,5.188,73
"2338",12,6,0.16,5.188,73
"2339",12,8,0.151,5.188,73
"2340",12,10,0.137,5.188,73
"2341",13,0,0.037,5.08,73
"2342",13,2,0.193,5.08,73
"2343",13,4,0.34,5.08,73
"2344",13,6,0.168,5.08,73
"2345",13,8,0.147,5.08,73
"2346",13,10,0.115,5.08,73
"2347",14,0,0.027,5.092,73
"2348",14,2,0.196,5.092,73
"2349",14,4,0.342,5.092,73
"2350",14,6,0.178,5.092,73
"2351",14,8,0.153,5.092,73
"2352",14,10,0.104,5.092,73
"2353",1,0,0.097,4.54,72
"2354",1,2,0.197,4.54,72
"2355",1,4,0.329,4.54,72
"2356",1,6,0.199,4.54,72
"2357",1,8,0.072,4.54,72
"2358",1,10,0.106,4.54,72
"2359",2,0,0.092,4.604,72
"2360",2,2,0.188,4.604,72
"2361",2,4,0.328,4.604,72
"2362",2,6,0.218,4.604,72
"2363",2,8,0.066,4.604,72
"2364",2,10,0.108,4.604,72
"2365",3,0,0.093,4.626,72
"2366",3,2,0.183,4.626,72
"2367",3,4,0.327,4.626,72
"2368",3,6,0.219,4.626,72
"2369",3,8,0.071,4.626,72
"2370",3,10,0.107,4.626,72
"2371",4,0,0.108,4.532,72
"2372",4,2,0.178,4.532,72
"2373",4,4,0.338,4.532,72
"2374",4,6,0.195,4.532,72
"2375",4,8,0.078,4.532,72
"2376",4,10,0.103,4.532,72
"2377",5,0,0.09,4.708,72
"2378",5,2,0.178,4.708,72
"2379",5,4,0.323,4.708,72
"2380",5,6,0.217,4.708,72
"2381",5,8,0.081,4.708,72
"2382",5,10,0.111,4.708,72
"2383",6,0,0.093,4.696,72
"2384",6,2,0.182,4.696,72
"2385",6,4,0.314,4.696,72
"2386",6,6,0.215,4.696,72
"2387",6,8,0.087,4.696,72
"2388",6,10,0.109,4.696,72
"2389",7,0,0.107,4.77,72
"2390",7,2,0.173,4.77,72
"2391",7,4,0.279,4.77,72
"2392",7,6,0.225,4.77,72
"2393",7,8,0.101,4.77,72
"2394",7,10,0.115,4.77,72
"2395",8,0,0.107,4.868,72
"2396",8,2,0.154,4.868,72
"2397",8,4,0.275,4.868,72
"2398",8,6,0.242,4.868,72
"2399",8,8,0.106,4.868,72
"2400",8,10,0.116,4.868,72
"2401",9,0,0.123,4.832,72
"2402",9,2,0.136,4.832,72
"2403",9,4,0.279,4.832,72
"2404",9,6,0.247,4.832,72
"2405",9,8,0.094,4.832,72
"2406",9,10,0.121,4.832,72
"2407",10,0,0.108,4.852,72
"2408",10,2,0.142,4.852,72
"2409",10,4,0.289,4.852,72
"2410",10,6,0.252,4.852,72
"2411",10,8,0.095,4.852,72
"2412",10,10,0.114,4.852,72
"2413",11,0,0.098,4.872,72
"2414",11,2,0.152,4.872,72
"2415",11,4,0.287,4.872,72
"2416",11,6,0.246,4.872,72
"2417",11,8,0.113,4.872,72
"2418",11,10,0.104,4.872,72
"2419",12,0,0.102,4.83,72
"2420",12,2,0.155,4.83,72
"2421",12,4,0.294,4.83,72
"2422",12,6,0.235,4.83,72
"2423",12,8,0.103,4.83,72
"2424",12,10,0.111,4.83,72
"2425",13,0,0.116,4.718,72
"2426",13,2,0.152,4.718,72
"2427",13,4,0.302,4.718,72
"2428",13,6,0.222,4.718,72
"2429",13,8,0.103,4.718,72
"2430",13,10,0.105,4.718,72
"2431",14,0,0.114,4.7,72
"2432",14,2,0.158,4.7,72
"2433",14,4,0.3,4.7,72
"2434",14,6,0.222,4.7,72
"2435",14,8,0.104,4.7,72
"2436",14,10,0.102,4.7,72
"2437",1,0,0.083,4.588,71
"2438",1,2,0.192,4.588,71
"2439",1,4,0.344,4.588,71
"2440",1,6,0.212,4.588,71
"2441",1,8,0.067,4.588,71
"2442",1,10,0.102,4.588,71
"2443",2,0,0.08,4.61,71
"2444",2,2,0.187,4.61,71
"2445",2,4,0.343,4.61,71
"2446",2,6,0.222,4.61,71
"2447",2,8,0.074,4.61,71
"2448",2,10,0.094,4.61,71
"2449",3,0,0.087,4.558,71
"2450",3,2,0.188,4.558,71
"2451",3,4,0.336,4.558,71
"2452",3,6,0.226,4.558,71
"2453",3,8,0.074,4.558,71
"2454",3,10,0.089,4.558,71
"2455",4,0,0.072,4.65,71
"2456",4,2,0.181,4.65,71
"2457",4,4,0.332,4.65,71
"2458",4,6,0.26,4.65,71
"2459",4,8,0.075,4.65,71
"2460",4,10,0.08,4.65,71
"2461",5,0,0.053,4.7,71
"2462",5,2,0.204,4.7,71
"2463",5,4,0.328,4.7,71
"2464",5,6,0.257,4.7,71
"2465",5,8,0.071,4.7,71
"2466",5,10,0.087,4.7,71
"2467",6,0,0.058,4.51,71
"2468",6,2,0.213,4.51,71
"2469",6,4,0.35,4.51,71
"2470",6,6,0.244,4.51,71
"2471",6,8,0.065,4.51,71
"2472",6,10,0.07,4.51,71
"2473",7,0,0.064,4.296,71
"2474",7,2,0.231,4.296,71
"2475",7,4,0.364,4.296,71
"2476",7,6,0.227,4.296,71
"2477",7,8,0.062,4.296,71
"2478",7,10,0.052,4.296,71
"2479",8,0,0.062,4.352,71
"2480",8,2,0.228,4.352,71
"2481",8,4,0.35,4.352,71
"2482",8,6,0.246,4.352,71
"2483",8,8,0.06,4.352,71
"2484",8,10,0.054,4.352,71
"2485",9,0,0.066,4.348,71
"2486",9,2,0.238,4.348,71
"2487",9,4,0.321,4.348,71
"2488",9,6,0.26,4.348,71
"2489",9,8,0.061,4.348,71
"2490",9,10,0.054,4.348,71
"2491",10,0,0.063,4.304,71
"2492",10,2,0.262,4.304,71
"2493",10,4,0.306,4.304,71
"2494",10,6,0.25,4.304,71
"2495",10,8,0.067,4.304,71
"2496",10,10,0.052,4.304,71
"2497",11,0,0.051,4.344,71
"2498",11,2,0.267,4.344,71
"2499",11,4,0.301,4.344,71
"2500",11,6,0.267,4.344,71
"2501",11,8,0.068,4.344,71
"2502",11,10,0.046,4.344,71
"2503",12,0,0.054,4.352,71
"2504",12,2,0.272,4.352,71
"2505",12,4,0.299,4.352,71
"2506",12,6,0.253,4.352,71
"2507",12,8,0.063,4.352,71
"2508",12,10,0.059,4.352,71
"2509",13,0,0.063,4.274,71
"2510",13,2,0.282,4.274,71
"2511",13,4,0.306,4.274,71
"2512",13,6,0.218,4.274,71
"2513",13,8,0.066,4.274,71
"2514",13,10,0.065,4.274,71
"2515",14,0,0.044,4.408,71
"2516",14,2,0.296,4.408,71
"2517",14,4,0.288,4.408,71
"2518",14,6,0.226,4.408,71
"2519",14,8,0.076,4.408,71
"2520",14,10,0.07,4.408,71
"2521",1,0,0.086,4.728,70
"2522",1,2,0.187,4.728,70
"2523",1,4,0.31,4.728,70
"2524",1,6,0.231,4.728,70
"2525",1,8,0.066,4.728,70
"2526",1,10,0.12,4.728,70
"2527",2,0,0.07,4.744,70
"2528",2,2,0.181,4.744,70
"2529",2,4,0.333,4.744,70
"2530",2,6,0.247,4.744,70
"2531",2,8,0.061,4.744,70
"2532",2,10,0.108,4.744,70
"2533",3,0,0.06,4.756,70
"2534",3,2,0.182,4.756,70
"2535",3,4,0.347,4.756,70
"2536",3,6,0.247,4.756,70
"2537",3,8,0.059,4.756,70
"2538",3,10,0.105,4.756,70
"2539",4,0,0.055,4.732,70
"2540",4,2,0.186,4.732,70
"2541",4,4,0.349,4.732,70
"2542",4,6,0.256,4.732,70
"2543",4,8,0.056,4.732,70
"2544",4,10,0.098,4.732,70
"2545",5,0,0.069,4.538,70
"2546",5,2,0.195,4.538,70
"2547",5,4,0.343,4.538,70
"2548",5,6,0.259,4.538,70
"2549",5,8,0.059,4.538,70
"2550",5,10,0.075,4.538,70
"2551",6,0,0.067,4.51,70
"2552",6,2,0.18,4.51,70
"2553",6,4,0.359,4.51,70
"2554",6,6,0.28,4.51,70
"2555",6,8,0.053,4.51,70
"2556",6,10,0.061,4.51,70
"2557",7,0,0.07,4.46,70
"2558",7,2,0.196,4.46,70
"2559",7,4,0.353,4.46,70
"2560",7,6,0.265,4.46,70
"2561",7,8,0.047,4.46,70
"2562",7,10,0.069,4.46,70
"2563",8,0,0.07,4.492,70
"2564",8,2,0.197,4.492,70
"2565",8,4,0.331,4.492,70
"2566",8,6,0.282,4.492,70
"2567",8,8,0.059,4.492,70
"2568",8,10,0.061,4.492,70
"2569",9,0,0.071,4.5,70
"2570",9,2,0.191,4.5,70
"2571",9,4,0.332,4.5,70
"2572",9,6,0.29,4.5,70
"2573",9,8,0.055,4.5,70
"2574",9,10,0.061,4.5,70
"2575",10,0,0.079,4.378,70
"2576",10,2,0.21,4.378,70
"2577",10,4,0.321,4.378,70
"2578",10,6,0.281,4.378,70
"2579",10,8,0.051,4.378,70
"2580",10,10,0.058,4.378,70
"2581",11,0,0.074,4.446,70
"2582",11,2,0.211,4.446,70
"2583",11,4,0.323,4.446,70
"2584",11,6,0.269,4.446,70
"2585",11,8,0.056,4.446,70
"2586",11,10,0.067,4.446,70
"2587",12,0,0.08,4.34,70
"2588",12,2,0.208,4.34,70
"2589",12,4,0.346,4.34,70
"2590",12,6,0.257,4.34,70
"2591",12,8,0.046,4.34,70
"2592",12,10,0.063,4.34,70
"2593",13,0,0.082,4.262,70
"2594",13,2,0.24,4.262,70
"2595",13,4,0.319,4.262,70
"2596",13,6,0.246,4.262,70
"2597",13,8,0.05,4.262,70
"2598",13,10,0.063,4.262,70
"2599",14,0,0.09,4.284,70
"2600",14,2,0.224,4.284,70
"2601",14,4,0.32,4.284,70
"2602",14,6,0.245,4.284,70
"2603",14,8,0.062,4.284,70
"2604",14,10,0.059,4.284,70
"2605",1,0,0.105,4.496,69
"2606",1,2,0.19,4.496,69
"2607",1,4,0.335,4.496,69
"2608",1,6,0.199,4.496,69
"2609",1,8,0.064,4.496,69
"2610",1,10,0.107,4.496,69
"2611",2,0,0.111,4.524,69
"2612",2,2,0.183,4.524,69
"2613",2,4,0.33,4.524,69
"2614",2,6,0.203,4.524,69
"2615",2,8,0.055,4.524,69
"2616",2,10,0.118,4.524,69
"2617",3,0,0.1,4.522,69
"2618",3,2,0.201,4.522,69
"2619",3,4,0.314,4.522,69
"2620",3,6,0.217,4.522,69
"2621",3,8,0.059,4.522,69
"2622",3,10,0.109,4.522,69
"2623",4,0,0.118,4.364,69
"2624",4,2,0.216,4.364,69
"2625",4,4,0.307,4.364,69
"2626",4,6,0.194,4.364,69
"2627",4,8,0.055,4.364,69
"2628",4,10,0.11,4.364,69
"2629",5,0,0.114,4.364,69
"2630",5,2,0.216,4.364,69
"2631",5,4,0.309,4.364,69
"2632",5,6,0.2,4.364,69
"2633",5,8,0.057,4.364,69
"2634",5,10,0.104,4.364,69
"2635",6,0,0.111,4.33,69
"2636",6,2,0.213,4.33,69
"2637",6,4,0.321,4.33,69
"2638",6,6,0.209,4.33,69
